"id","parent_category_id","name","status"
835,124,"Minyak","active"
836,124,"Rempah","active"
837,124,"Santan","active"
838,124,"Saus & Dressing","active"
839,124,"Terasi","active"
840,126,"Biji Kopi","active"
841,126,"Kopi Bubuk","active"
842,126,"Kopi Kemasan","active"
843,126,"Krimer","active"
844,127,"Kue Basah","active"
845,127,"Kue Kering","active"
846,127,"Kue Ulang Tahun","active"
847,128,"Baso & Daging Olahan Lainnya","active"
848,128,"Buah Beku","active"
849,128,"Camilan Beku","active"
850,128,"Daging Sosis","active"
851,128,"Dessert","active"
852,128,"Kentang Beku","active"
853,128,"Nugget","active"
854,128,"Pastry & Olahan Tepung","active"
855,128,"Sayuran Beku","active"
856,128,"Sosis","active"
857,129,"Lauk Pauk","active"
858,129,"Makanan Asin","active"
859,129,"Makanan Manis","active"
860,129,"Nasi Tumpeng","active"
861,129,"Sayur Olahan","active"
862,130,"Abon","active"
863,130,"Biji-bijian","active"
864,130,"Daging Kering & Asin","active"
865,130,"Kerupuk","active"
866,130,"Makanan Kering Lainnya","active"
867,131,"Biskuit & Wafer","active"
868,131,"Camilan Instant","active"
869,131,"Cokelat","active"
870,131,"Kacang","active"
871,131,"Keripik","active"
872,131,"Permen","active"
873,131,"Puding & Jelly","active"
874,132,"Granola","active"
875,132,"Meses","active"
876,132,"Muesli","active"
877,132,"Oat","active"
878,132,"Quinoa","active"
879,132,"Roti","active"
880,132,"Selai","active"
881,132,"Sereal","active"
882,133,"Aneka Pasta","active"
883,133,"Bihun & Soun","active"
884,133,"Kwetiau","active"
885,133,"Mie Instan","active"
886,133,"Mie Telur","active"
887,134,"Air Mineral","active"
888,134,"Apple Cider Vinegar","active"
889,134,"Energy Drink","active"
890,134,"Madu","active"
891,134,"Minuman Lainnya","active"
892,134,"Minuman Tradisional","active"
893,134,"Sirup","active"
894,134,"Soft Drink","active"
895,135,"Paket Sembako","active"
896,135,"Parcel Buah","active"
897,135,"Parcel Coklat","active"
898,135,"Parcel Kue Kering","active"
899,135,"Parcel Makanan","active"
900,136,"Keju","active"
901,136,"Krim","active"
902,136,"Mentega & Butter","active"
903,136,"Susu Bubuk","active"
904,136,"Susu Kedelai & Kacang-kacangan","active"
905,136,"Susu Kental Manis","active"
906,136,"Susu Lansia","active"
907,136,"Susu segar & Pasteurisasi","active"
908,136,"Susu UHT","active"
909,136,"Yogurt","active"
910,137,"Daging Ayam","active"
911,137,"Daging Kambing","active"
912,137,"Daging Lainnya","active"
913,137,"Daging Sapi","active"
914,137,"Ikan","active"
915,137,"Seafood","active"
916,137,"Tahu & Tempe","active"
917,137,"Telur","active"
918,138,"Buah-buahan","active"
919,138,"Jamur","active"
920,138,"Sayuran","active"
921,139,"Daun Teh","active"
922,139,"Teh Bubuk","active"
923,139,"Teh Celup","active"
924,139,"Teh Kemasan","active"
925,140,"Tepung Beras & Ketan","active"
926,140,"Tepung Bumbu & Tepung Siap Pakai","active"
927,140,"Tepung Jagung","active"
928,140,"Tepung Kentang","active"
929,140,"Tepung Roti - Panir","active"
930,140,"Tepung Sagu","active"
931,140,"Tepung Tapioka","active"
932,140,"Tepung Terigu & Gandum","active"
933,141,"Arm Sleeve","active"
934,141,"Bracer & Body Support","active"
935,141,"Dekker Siku","active"
936,141,"Glove & Hand Wrap","active"
937,141,"Headband","active"
938,141,"Kacamata Olahraga","active"
939,141,"Knee Pad","active"
940,141,"Lainnya","active"
941,141,"Papan Skor","active"
942,141,"Peluit","active"
943,141,"Pompa Bola","active"
944,141,"Stopwatch","active"
945,141,"Tas Gym","active"
946,141,"Tas Pinggang Olahraga","active"
947,141,"Tas Sepatu Olahraga","active"
948,141,"Wristband","active"
949,142,"Aksesoris Memancing","active"
950,142,"Fish Finder","active"
951,142,"Gulungan Pancing","active"
952,142,"Joran Pancing","active"
953,142,"Kail Pancing","active"
954,142,"Senar Pancing","active"
955,142,"Set Alat Pancing","active"
956,142,"Tas Pancing","active"
957,142,"Umpan Pancing","active"
958,143,"Baju Badminton","active"
959,143,"Grip Raket Badminton","active"
960,143,"Net Badminton","active"
961,143,"Raket Badminton","active"
962,143,"Senar Raket Badminton","active"
963,143,"Sepatu Badminton","active"
964,143,"Shuttlecock","active"
965,143,"Tas Raket Badminton","active"
966,144,"Bola Baseball","active"
967,144,"Celana Baseball","active"
968,144,"Sarung Tangan Baseball","active"
969,144,"Sepatu Baseball","active"
970,144,"Tongkat Baseball","active"
971,145,"Arm Sleeve Basket","active"
972,145,"Bola Basket","active"
973,145,"Dekker Basket","active"
974,145,"Jersey Basket","active"
975,145,"Kaos Basket","active"
976,145,"Kaos Kaki Basket","active"
977,145,"Leg Sleeve Basket","active"
978,145,"Net Basket","active"
979,145,"Papan Strategi Basket","active"
980,145,"Ring Basket","active"
981,145,"Sepatu Basket","active"
982,145,"Tas Basket","active"
983,146,"Baju & Celana Bela Diri","active"
984,146,"Baton","active"
985,146,"Knuckle","active"
986,146,"Nunchaku","active"
987,146,"Pelindung Bela Diri","active"
988,147,"Pelindung Gigi Tinju","active"
989,147,"Samsak Tinju","active"
990,147,"Sarung Tinju","active"
991,147,"Target Pad","active"
992,147,"Tas Sarung Tinju","active"
993,148,"Abs Roller","active"
994,148,"Air Climber","active"
995,148,"Alat Angkat Beban","active"
996,148,"Baju Sauna","active"
997,148,"Bench Press","active"
998,148,"Chest Expander","active"
999,148,"Gym Ball","active"
1000,148,"Hand Grip","active"
1001,148,"Hulahoop","active"
1002,148,"Lainnya","active"
1003,148,"Pemberat Kaki","active"
1004,148,"Pemberat Tangan","active"
1005,148,"Power Twister","active"
1006,148,"Pull Up Bar","active"
1007,148,"Push Up Bar","active"
1008,148,"Sepeda Statis","active"
1009,148,"Sit Up Bench","active"
1010,148,"Tali Skipping","active"
1011,148,"Trampolin","active"
1012,148,"Treadmill","active"
1013,148,"Tummy Trimmer","active"
1014,149,"Alat Masak Camping","active"
1015,149,"Carabiner","active"
1016,149,"Celana Gunung","active"
1017,149,"Hammock","active"
1018,149,"Headlamp & Senter Camping","active"
1019,149,"Jaket Gunung","active"
1020,149,"Kompas","active"
1021,149,"Lainnya","active"
1022,149,"Lampu Camping","active"
1023,149,"Paracord","active"
1024,149,"Perahu Karet & Dayung","active"
1025,149,"Rain Cover Tas Gunung","active"
1026,149,"Sepatu Gunung","active"
1027,149,"Sleeping Bag","active"
1028,149,"Survival Kit & Alat Multifungsi","active"
1029,149,"Tas Gunung","active"
1030,149,"Tenda Camping","active"
1031,149,"Teropong","active"
1032,149,"Tongkat Gunung","active"
1033,149,"Trekking Pole","active"
1034,151,"Alat & Aksesoris Selam","active"
1035,151,"Alat Snorkeling","active"
1036,151,"Baju Renang Anak Laki-laki","active"
1037,151,"Baju Renang Anak Perempuan","active"
1038,151,"Baju Renang Pria","active"
1039,151,"Baju Renang Wanita","active"
1040,151,"Celana Renang Pria","active"
1041,151,"Diving Fin","active"
1042,151,"Diving Mask","active"
1043,151,"Dry Bag","active"
1044,151,"Kacamata Renang","active"
1045,151,"Kolam Karet","active"
1046,151,"Lainnya","active"
1047,151,"Pelampung","active"
1048,151,"Senter Diving","active"
1049,151,"Topi Renang","active"
1050,151,"Wetsuit & Drysuit","active"
1051,152,"Celana Training Pria","active"
1052,152,"Jaket Track Pria","active"
1053,152,"Jaket Windbreaker Pria","active"
1054,152,"Kaos Dry Fit Pria","active"
1055,152,"Legging Sport Pria","active"
1056,152,"Muscle Tee Pria","active"
1057,152,"Setelan Olahraga Pria","active"
1058,153,"Celana Training Wanita","active"
1059,153,"Jaket Windbreaker Wanita","active"
1060,153,"Kaos Dry Fit Wanita","active"
1061,153,"Legging Sport Wanita","active"
1062,153,"Muscle Tee Wanita","active"
1063,153,"Rok Senam Wanita","active"
1064,153,"Setelan Olahraga Wanita","active"
1065,154,"Anak Panah","active"
1066,154,"Busur Panah","active"
1067,154,"Finger Tab Panahan","active"
1068,154,"Pelindung Dada Panahan","active"
1069,154,"Pelindung Tangan Panahan","active"
1070,154,"Sarung Tangan Panahan","active"
1071,154,"Tali Busur Panah","active"
1072,154,"Target Panah","active"
1073,154,"Tas Panahan","active"
1074,154,"Thumb Glove Panahan","active"
1075,155,"Celana Lari Pria","active"
1076,155,"Celana Lari Wanita","active"
1077,155,"Sepatu Lari Pria","active"
1078,155,"Sepatu Lari Wanita","active"
1079,156,"Bola Sepak","active"
1080,156,"Dekker Futsal","active"
1081,156,"Dekker Sepak Bola","active"
1082,156,"Jaket Bola","active"
1083,156,"Jaring Gawang","active"
1084,156,"Jersey Bola","active"
1085,156,"Kaos Kaki","active"
1086,156,"Papan Strategi Bola & Futsal","active"
1087,156,"Sarung Tangan Kiper","active"
1088,156,"Sepatu Bola","active"
1089,156,"Sepatu Futsal","active"
1090,157,"Dekker Sepatu Roda & Skateboard","active"
1091,157,"Grip tape Skateboard","active"
1092,157,"Helm Sepatu Roda & Skateboard","active"
1093,157,"Roda Skateboard","active"
1094,157,"Sepatu Roda","active"
1095,157,"Skateboard","active"
1096,157,"Skateboard Tools","active"
1097,157,"Skuter & Otoped","active"
1098,158,"Aksesoris Sepeda","active"
1099,158,"Ban Sepeda","active"
1100,158,"Frame Sepeda","active"
1101,158,"Helm Sepeda","active"
1102,158,"Jersey & Celana Sepeda","active"
1103,158,"Lampu Sepeda","active"
1104,158,"Saddle Sepeda","active"
1105,158,"Sepeda Anak","active"
1106,158,"Sepeda Balap","active"
1107,158,"Sepeda BMX","active"
1108,158,"Sepeda Gunung","active"
1109,158,"Sepeda Lipat","active"
1110,158,"Sepeda Listrik","active"
1111,158,"Spare Part Sepeda","active"
1112,158,"Stang Sepeda","active"
1113,158,"Tas Sepeda","active"
1114,158,"Velg Sepeda","active"
1115,159,"Baju Tenis","active"
1116,159,"Bola Tenis","active"
1117,159,"Grip Raket Tenis","active"
1118,159,"Raket Tenis","active"
1119,159,"Senar Raket Tenis","active"
1120,159,"Sepatu Tenis","active"
1121,159,"Tas Raket Tenis","active"
1122,160,"Baju Tenis Meja","active"
1123,160,"Bat Tenis Meja","active"
1124,160,"Bola Tenis Meja","active"
1125,160,"Cover Bat Tenis Meja","active"
1126,160,"Cover Meja Tenis","active"
1127,160,"Grip Bat Tenis Meja","active"
1128,160,"Meja Tenis Meja","active"
1129,160,"Net Tenis Meja","active"
1130,161,"Baju Voli","active"
1131,161,"Bola Voli","active"
1132,161,"Dekker Jari Olahraga Voli","active"
1133,161,"Jaring Net Voli","active"
1134,161,"Papan Strategi Voli","active"
1135,162,"Balok Yoga","active"
1136,162,"Resistance Band","active"
1137,162,"Yoga Mat","active"
1138,163,"Chain Block","active"
1139,163,"Katrol","active"
1140,163,"Krat Plastik","active"
1141,163,"Roda Kastor","active"
1142,163,"Stacker","active"
1143,163,"Tali Kawat","active"
1144,163,"Tangga Lipat","active"
1145,163,"Trolley","active"
1146,164,"Ear Protector","active"
1147,164,"Pemadam Api","active"
1148,164,"Pita Pembatas & Barikade","active"
1149,164,"Rompi Proyek","active"
1150,164,"Safety Belt","active"
1151,164,"Safety Boots","active"
1152,164,"Safety Cone","active"
1153,164,"Safety Glasses","active"
1154,164,"Safety Glove","active"
1155,164,"Safety Helmet","active"
1156,164,"Safety Mask","active"
1157,164,"Topeng & Helm Las","active"
1158,164,"Wearpack","active"
1159,165,"Alat Semprot Hama","active"
1160,165,"Cangkul","active"
1161,165,"Mesin Blower","active"
1162,165,"Mesin Fogging","active"
1163,165,"Mesin Traktor","active"
1164,165,"Pisau Sabit","active"
1165,165,"Sekop","active"
1166,165,"Sprinkler","active"
1167,166,"Pengukur Arus Air","active"
1168,166,"Pengukur Arus Listrik","active"
1169,166,"Pengukur Berat","active"
1170,166,"Pengukur Dimensi","active"
1171,166,"Pengukur Kualitas Udara","active"
1172,166,"Pengukur Tekanan","active"
1173,166,"Pengukur Temperatur","active"
1174,167,"Baut","active"
1175,167,"Hook","active"
1176,167,"Mur","active"
1177,167,"Ring Plat","active"
1178,167,"Rivet","active"
1179,167,"Skrup","active"
1180,168,"Cat Kayu","active"
1181,168,"Cat Pelapis","active"
1182,168,"Cat Semprot","active"
1183,168,"Cat Tembok","active"
1184,168,"Kuas Cat","active"
1185,168,"Plamir","active"
1186,168,"Roller Cat","active"
1187,168,"Thinner","active"
1188,168,"Wallpaper","active"
1189,171,"Alat Penjepit","active"
1190,171,"Blow Torch","active"
1191,171,"Gergaji","active"
1192,171,"Gunting Pipa","active"
1193,171,"Kapak","active"
1194,171,"Kertas Amplas","active"
1195,171,"Kunci Inggris","active"
1196,171,"Kunci L","active"
1197,171,"Kunci Ring Pas","active"
1198,171,"Kunci Shock","active"
1199,171,"Kunci T","active"
1200,171,"Mata Obeng","active"
1201,171,"Obeng","active"
1202,171,"Palu","active"
1203,171,"Pinset","active"
1204,171,"Sendok Semen","active"
1205,171,"Staples Gun","active"
1206,171,"Tang","active"
1207,171,"Tang Crimping","active"
1208,171,"Tang Potong","active"
1209,171,"Tool Kit Set","active"
1210,171,"Treker","active"
1211,172,"Filter Keran Air","active"
1212,172,"Fitting Pipa","active"
1213,172,"Foot Valve & Klep","active"
1214,172,"Jet Shower Toilet","active"
1215,172,"Kepala Shower Mandi","active"
1216,172,"Keran Air","active"
1217,172,"Kloset","active"
1218,172,"Lem Pipa","active"
1219,172,"Pembersih Saluran Air","active"
1220,172,"Pipa PVC","active"
1221,172,"Pompa Air","active"
1222,172,"Saringan Got","active"
1223,172,"Selang Shower","active"
1224,172,"Shower Holder","active"
1225,172,"Tiang Shower","active"
1226,172,"Toren Air","active"
1227,172,"Washtafel","active"
1228,172,"Water Heater","active"
1229,173,"Mesin Bandsaw","active"
1230,173,"Mesin Bending","active"
1231,173,"Mesin Bubut","active"
1232,173,"Mesin Milling","active"
1233,174,"Asbes","active"
1234,174,"Baja","active"
1235,174,"Batako","active"
1236,174,"Batu","active"
1237,174,"Batu Bata","active"
1238,174,"Besi","active"
1239,174,"Beton","active"
1240,174,"Engsel","active"
1241,174,"Gagang Pintu","active"
1242,174,"Genteng","active"
1243,174,"Granit","active"
1244,174,"Grendel","active"
1245,174,"Jendela","active"
1246,174,"Kaca","active"
1247,174,"Kawat","active"
1248,174,"Kayu","active"
1249,174,"Keramik Lantai","active"
1250,174,"Kusen Pintu","active"
1251,174,"Lantai Kayu","active"
1252,174,"Paku","active"
1253,174,"Pasir","active"
1254,174,"Semen","active"
1255,174,"Tanah","active"
1256,174,"Triplek","active"
1257,176,"Industrial Fan","active"
1258,176,"Motor Listrik","active"
1259,176,"Motor Starter","active"
1260,176,"Transmission Belt","active"
1261,177,"Digital Counter","active"
1262,177,"Encoder","active"
1263,177,"Gas Sensor","active"
1264,177,"Human Machine Interface","active"
1265,177,"Indikator Temperatur","active"
1266,177,"Level Sensor","active"
1267,177,"Limit Switch","active"
1268,177,"Photoelectric Sensor","active"
1269,177,"PID controller","active"
1270,177,"PLC","active"
1271,177,"Push Button","active"
1272,177,"Relay","active"
1273,177,"Sensor Proximity","active"
1274,177,"SMPS","active"
1275,178,"Generator Las","active"
1276,178,"Kawat Las","active"
1277,178,"Mesin Las","active"
1278,178,"Pasta Solder","active"
1279,178,"Solder","active"
1280,178,"Soldering Kit","active"
1281,178,"Timah Solder","active"
1282,179,"Adaptor","active"
1283,179,"Anti Petir","active"
1284,179,"Bel","active"
1285,179,"Insulator","active"
1286,179,"Isolasi Listrik","active"
1287,179,"Kabel Roll","active"
1288,179,"Komponen Listrik","active"
1289,179,"Pelindung Kabel Spiral","active"
1290,179,"Pengaman Stop Kontak","active"
1291,179,"Penghemat Listrik","active"
1292,179,"Power Supply","active"
1293,179,"Saklar","active"
1294,179,"Stop Kontak","active"
1295,179,"Stun Gun","active"
1296,180,"Fitting Pneumatic","active"
1297,180,"Kompresor Udara","active"
1298,180,"Pengatur Kecepatan","active"
1299,180,"Pompa Angin","active"
1300,180,"Regulator Pneumatic","active"
1301,180,"Silinder Pneumatic","active"
1302,180,"Spray & Air Gun","active"
1303,180,"Switch Pneumatic","active"
1304,180,"Vacuum Pneumatic","active"
1305,181,"Gergaji Listrik","active"
1306,181,"Hot Gun","active"
1307,181,"Mata Bor","active"
1308,181,"Mata Gerinda","active"
1309,181,"Mesin Amplas","active"
1310,181,"Mesin Biscuit Jointer","active"
1311,181,"Mesin Bobok","active"
1312,181,"Mesin Bor","active"
1313,181,"Mesin Gerinda","active"
1314,181,"Mesin Mixer Cat","active"
1315,181,"Mesin Multi Oskilasi","active"
1316,181,"Mesin Pemoles","active"
1317,181,"Mesin Serut Kayu","active"
1318,182,"Lem Material","active"
1319,182,"Lem Talang","active"
1320,182,"Lem Tembak","active"
1321,183,"Solar Cables","active"
1322,183,"Solar Charge Controller","active"
1323,183,"Solar Inverter","active"
1324,183,"Solar Panel","active"
1325,184,"Cover Kipas Angin","active"
1326,184,"Cover Kursi","active"
1327,184,"Hiasan Dinding","active"
1328,184,"Hiasan Natal","active"
1329,184,"Jam Dinding","active"
1330,184,"Jam Meja","active"
1331,184,"Keset","active"
1332,184,"Lampu Pohon Natal","active"
1333,184,"Lilin","active"
1334,184,"Lilin Aroma Terapi","active"
1335,184,"Lukisan","active"
1336,184,"Patung","active"
1337,184,"Pohon Natal","active"
1338,184,"Slinger","active"
1339,184,"Stiker Kaca","active"
1340,184,"Tanaman Artifical","active"
1341,184,"Taplak Meja","active"
1342,184,"Tempat Lilin","active"
1343,184,"Vas Bunga","active"
1344,184,"Wall Sticker","active"
1345,185,"Cermin Badan","active"
1346,185,"Kasur","active"
1347,185,"Kursi","active"
1348,185,"Kursi Bar","active"
1349,185,"Kursi Goyang","active"
1350,185,"Kursi Makan","active"
1351,185,"Kursi Malas","active"
1352,185,"Lemari Pakaian","active"
1353,185,"Meja Bar","active"
1354,185,"Meja Makan","active"
1355,185,"Meja Rias","active"
1356,185,"Meja Tamu","active"
1357,185,"Meja TV","active"
1358,185,"Pengaman Furniture","active"
1359,185,"Rak","active"
1360,185,"Rangka Tempat Tidur","active"
1361,185,"Sofa","active"
1362,185,"Sofa Bed","active"
1363,186,"Cermin Kamar Mandi","active"
1364,186,"Dispenser Odol","active"
1365,186,"Ember & Baskom","active"
1366,186,"Gantungan Handuk","active"
1367,186,"Gayung","active"
1368,186,"Handuk Mandi","active"
1369,186,"Keset Anti Slip","active"
1370,186,"Kimono Mandi","active"
1371,186,"Rak Toilet","active"
1372,186,"Shower Curtain","active"
1373,186,"Tempat Sabun","active"
1374,186,"Tempat Sikat Gigi","active"
1375,186,"Toilet Cover","active"
1376,186,"Toilet Seat Anak","active"
1377,186,"Tutup Wastafel","active"
1378,187,"Bantal Kepala","active"
1379,187,"Guling","active"
1380,187,"Jepitan Sprei","active"
1381,187,"Kelambu","active"
1382,187,"Mattress Cover","active"
1383,187,"Sarung Bantal","active"
1384,187,"Selimut","active"
1385,187,"Sprei & Bed Cover","active"
1386,188,"Alat Pel","active"
1387,188,"Asbak","active"
1388,188,"Contact Cleaner","active"
1389,188,"Ember & Baskom","active"
1390,188,"High Pressure Cleaner","active"
1391,188,"Kain Lap","active"
1392,188,"Kantong Sampah","active"
1393,188,"Karbol","active"
1394,188,"Kemoceng","active"
1395,188,"Lainnya","active"
1396,188,"Pembersih Toilet","active"
1397,188,"Pengharum Ruangan","active"
1398,188,"Pengki","active"
1399,188,"Pest Control","active"
1400,188,"Pewangi Kamar Mandi","active"
1401,188,"Pewangi Kloset","active"
1402,188,"Sapu","active"
1403,188,"Sapu Lidi","active"
1404,188,"Sarung Tangan Karet","active"
1405,188,"Selang Air","active"
1406,188,"Sikat","active"
1407,188,"Tempat Sampah","active"
1408,188,"Tissue","active"
1409,188,"Toilet Seat Spray","active"
1410,189,"Baterai","active"
1411,189,"Baterai Jam","active"
1412,189,"Gembok","active"
1413,189,"Humidifier","active"
1414,189,"Payung","active"
1415,189,"Pembatas Ruangan","active"
1416,189,"Penahan Pintu","active"
1417,189,"Termometer Ruangan","active"
1418,191,"Gantungan Baju","active"
1419,191,"Lainnya","active"
1420,191,"Laundry Lainnya","active"
1421,191,"Roll Pembersih Pakaian","active"
1422,192,"Bean Bag","active"
1423,192,"Cover Sofa","active"
1424,192,"Gorden","active"
1425,192,"Karpet & Tikar","active"
1426,192,"Sarung Bantal Sofa","active"
1427,193,"Ayunan","active"
1428,193,"Benih Bibit Tanaman","active"
1429,193,"Garpu Taman","active"
1430,193,"Hiasan Taman","active"
1431,193,"Irigasi","active"
1432,193,"Kursi Pantai","active"
1433,193,"Media Tanam","active"
1434,193,"Pemotong Rumput","active"
1435,193,"Penyiram Tanaman","active"
1436,193,"Pot Tanaman","active"
1437,193,"Pupuk","active"
1438,193,"Sekop Taman","active"
1439,194,"Botol","active"
1440,194,"Brankas","active"
1441,194,"Keranjang","active"
1442,194,"Kotak","active"
1443,194,"Kotak Baterai","active"
1444,194,"Kotak Jam","active"
1445,194,"Kotak Karton","active"
1446,194,"Kotak Surat","active"
1447,194,"Laci","active"
1448,194,"Lainnya","active"
1449,194,"Stand Hanger","active"
1450,194,"Storage Box Multifungsi","active"
1451,194,"Tempat Obat","active"
1452,194,"Tempat Pakaian","active"
1453,194,"Tempat Perhiasan & Aksesoris","active"
1454,194,"Tempat Remote","active"
1455,194,"Tempat Sepatu & Sandal","active"
1456,194,"Tempat Tas","active"
1457,194,"Tempat Tissue","active"
1458,204,"Jenjang SD/MI","active"
1459,204,"Jenjang SMP/MTs","active"
1460,204,"Jenjang SMA/MA","active"
1461,205,"Jenjang SD/MI","active"
1462,205,"Jenjang SMP/MTs","active"
1463,205,"Jenjang SMA/MA","active"
1464,206,"Pendidikan Anak Usia Dini","active"
1465,206,"Pendidikan Sekolah Dasar","active"
1466,206,"Pendidikan Sekolah Menengah Pertama","active"
1467,206,"Pendidikan Sekolah Menengah Atas / Kejuruan","active"
1468,207,"PAUD - SD","active"
1469,207,"SMP - SMA","active"
1470,208,"PAUD - SD","active"
1471,208,"SMP - SMA","active"
1472,213,"Kapur Tulis Putih","active"
1473,213,"Kapur Tulis Warna","active"
1474,216,"Papan Pengumuman","active"
1475,216,"Papan Tulis Kapur","active"
1476,216,"Papan Tulis Spidol","active"
1477,216,"Papan Visual","active"
1478,218,"Penghapus Kapur Tulis","active"
1479,218,"Penghapus Pensil","active"
1480,218,"Penghapus White Board","active"
1481,343,"Dispenser Air Lantai Galon Atas","active"
1482,343,"Dispenser Air Lantai Galon Bawah","active"
1483,343,"Dispenser Air Meja","active"
1484,344,"Pompa Galon Elektrik","active"
1485,344,"Pompa Galon Manual","active"
1486,386,"Cairan Pencuci Piring Botol","active"
1487,386,"Krim Pencuci Piring","active"
1488,386,"Refill Cairan Pencuci Piring","active"
1489,394,"Kipas Angin Dinding","active"
1490,394,"Kipas Angin Gantung","active"
1491,394,"Kipas Angin Meja","active"
1492,394,"Kipas Angin Stand","active"
1493,441,"Bohlam Lainnya","active"
1494,441,"Bohlam Lampu LED","active"
1495,441,"Bohlam Lampu Pijar","active"
1496,441,"Bohlam Lampu SL (Fluoresen)","active"
1497,561,"Microphone Kabel","active"
1498,561,"Microphone Lainnya","active"
1499,561,"Microphone Wireless","active"
1500,682,"Alat Diagnosa Lainnya","active"
1501,682,"Stetoskop","active"
1502,688,"Disposable Consumable Lainnya","active"
1503,688,"Masker Medis","active"
1504,688,"Sarung Tangan Medis","active"
1505,691,"Peralatan Rumah Sakit Emergency Lainnya","active"
1506,691,"Tabung Oksigen","active"
1507,691,"Tandu","active"
1508,721,"Mouse Bluetooth","active"
1509,721,"Mouse Lainnya","active"
1510,721,"Mouse Optic USB Cable","active"
1511,721,"Mouse Scroll PS2 Ball Cable","active"
1512,779,"Casing CD / DVD","active"
1513,779,"CD R","active"
1514,779,"CD RW","active"
1515,779,"DVD RW","active"
1516,831,"Gula Pasir Kemasan","active"
1517,831,"Gula Pasir Sachet","active"
1518,887,"Air Mineral Botol","active"
1519,887,"Galon Air Mineral","active"
1520,1184,"Kuas Cat Lainnya","active"
1521,1184,"Kuas Cat Tembok 1 Inch","active"
1522,1184,"Kuas Cat Tembok 2 Inch","active"
1523,1184,"Kuas Cat Tembok 3 Inch","active"
1524,1220,"Pipa PVC 1.5inch","active"
1525,1220,"Pipa PVC 1inch","active"
1526,1386,"Kain Pel","active"
1527,1386,"Tongkat Pel","active"
1528,1410,"Baterai 9V","active"
1529,1410,"Baterai AA","active"
1530,1410,"Baterai AAA","active"
1531,1410,"Baterai C","active"
1532,1410,"Baterai D","active"
1533,1410,"Baterai Lainnya (Baterai Kancing, dll)","active"
1534,1458,"Kelas 1","active"
1535,1458,"Kelas 2","active"
1536,1458,"Kelas 3","active"
1537,1458,"Kelas 4","active"
1538,1458,"Kelas 5","active"
1539,1458,"Kelas 6","active"
1540,1459,"Kelas 7","active"
1541,1459,"Kelas 8","active"
1542,1459,"Kelas 9","active"
1543,1460,"Kelas 10","active"
1544,1460,"Kelas 11","active"
1545,1460,"Kelas 12","active"
1546,1461,"Kelas 1","active"
1547,1461,"Kelas 2","active"
1548,1461,"Kelas 3","active"
1549,1461,"Kelas 4","active"
1550,1461,"Kelas 5","active"
1551,1461,"Kelas 6","active"
1552,1462,"Kelas 7","active"
1553,1462,"Kelas 8","active"
1554,1462,"Kelas 9","active"
1555,1463,"Kelas 10","active"
1556,1463,"Kelas 11","active"
1557,1463,"Kelas 12","active"
1558,1464,"Kepribadian Anak Usia Dini","active"
1559,1465,"Kepribadian","active"
1560,1465,"Pengetahuan","active"
1561,1466,"Kepribadian","active"
1562,1466,"Pengetahuan","active"
1563,1467,"Kepribadian","active"
1564,1467,"Pengetahuan","active"
1565,1468,"Pengetahuan, Kepribadian, Dan Keterampilan","active"
1566,1469,"Pengetahuan, Kepribadian, Dan Keterampilan","active"
1567,1470,"Pengetahuan Dan Keterampilan","active"
1568,1471,"Pengetahuan Dan Keterampilan","active"
1569,1534,"Pendidikan Agama Buddha SD/MI 01","active"
1570,1534,"Pendidikan Agama Hindu SD/MI 01","active"
1571,1534,"Pendidikan Agama Islam SD/MI 01","active"
1572,1534,"Pendidikan Agama Katolik SD/MI 01","active"
1573,1534,"Pendidikan Agama Khonghucu SD/MI 01","active"
1574,1534,"Pendidikan Agama Kristen SD/MI 01","active"
1575,1534,"Tema 1 SD/MI 01","active"
1576,1534,"Tema 2 SD/MI 01","active"
1577,1534,"Tema 3 SD/MI 01","active"
1578,1534,"Tema 4 SD/MI 01","active"
1579,1534,"Tema 5 SD/MI 01","active"
1580,1534,"Tema 6 SD/MI 01","active"
1581,1534,"Tema 7 SD/MI 01","active"
1582,1534,"Tema 8 SD/MI 01","active"
1583,1535,"Pendidikan Agama Buddha SD/MI 02","active"
1584,1535,"Pendidikan Agama Hindu SD/MI 02","active"
1585,1535,"Pendidikan Agama Islam SD/MI 02","active"
1586,1535,"Pendidikan Agama Katolik SD/MI 02","active"
1587,1535,"Pendidikan Agama Khonghucu SD/MI 02","active"
1588,1535,"Pendidikan Agama Kristen SD/MI 02","active"
1589,1535,"Tema 1 SD/MI 02","active"
1590,1535,"Tema 2 SD/MI 02","active"
1591,1535,"Tema 3 SD/MI 02","active"
1592,1535,"Tema 4 SD/MI 02","active"
1593,1535,"Tema 5 SD/MI 02","active"
1594,1535,"Tema 6 SD/MI 02","active"
1595,1535,"Tema 7 SD/MI 02","active"
1596,1535,"Tema 8 SD/MI 02","active"
1597,1536,"Pendidikan Agama Budha SD/MI 03","active"
1598,1536,"Pendidikan Agama Hindu SD/MI 03","active"
1599,1536,"Pendidikan Agama Islam SD/MI 03","active"
1600,1536,"Pendidikan Agama Katolik SD/MI 03","active"
1601,1536,"Pendidikan Agama Khonghucu SD/MI 03","active"
1602,1536,"Pendidikan Agama Kristen SD/MI 03","active"
1603,1536,"Tema 1 SD/MI 03","active"
1604,1536,"Tema 2 SD/MI 03","active"
